ImagePath,super_conf,super_class,sub_conf,sub_class,subtwo_conf,subtwo_class,Layer_1_ans,Layer_1_conf,Layer_2_ans,Layer_2_conf,Layer_3_ans,Layer_3_conf,Layer_1_True,Layer_2_True,Layer_3_True
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56Y9HN-1-3.jpg,"['0.9999', '1.3618']","['CF', 'TFT']","['0.9999', '7.5076', '1.1229', '3.6735']","['OP', 'NP', 'UP', 'INT']","['0.9051', '0.0938', '0.0006', '0.0001', '0.0001']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']",CF,0.9999,OP,0.9051,POLYMER,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5CG0SG-1-3.jpg,"['0.9999', '8.8335']","['CF', 'TFT']","['0.9999', '1.7989', '1.6044', '7.4267']","['OP', 'UP', 'NP', 'INT']","['0.9439', '0.0558', '5.7241', '4.1530', '3.5076']","['GLASS CULLET', 'POLYMER', 'LIGHT METAL', 'FIBER', 'CF DEFECT']",CF,0.9999,OP,0.9439,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BAVC81H-1-3.jpg,"['0.9999', '1.2988']","['TFT', 'CF']","['0.9591', '0.0406', '0.0002', '2.5396']","['NP', 'OP', 'UP', 'INT']","['0.9918', '0.0030', '0.0026', '0.0012', '0.0009']","['AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER', 'ITO-RESIDUE-T']",TFT,0.9999,NP,0.9918,AS-RESIDUE-E,0.9591,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BBVK6WE-1-3.jpg,"['0.9999', '1.4335']","['TFT', 'CF']","['0.9843', '0.0148', '0.0008', '1.4038']","['NP', 'OP', 'UP', 'INT']","['0.8561', '0.0988', '0.0149', '0.0139', '0.0133']","['PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER', 'M1-ABNORMAL', 'ITO-RESIDUE-T']",TFT,0.9999,NP,0.8561,PV-HOLE-T,0.9843,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5D73XS-1-3.jpg,"['0.9999', '2.6434']","['TFT', 'CF']","['0.5570', '0.4200', '0.0228', '2.5716']","['OP', 'NP', 'UP', 'INT']","['0.5890', '0.3992', '0.0087', '0.0018', '0.0004']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'GLASS CULLET']",TFT,0.9999,OP,0.5890,PV-HOLE-T,0.5570,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B56Z6UP-1-3.jpg,"['0.9999', '1.0476']","['TFT', 'CF']","['0.9940', '0.0045', '0.0013', '3.1322']","['NP', 'OP', 'UP', 'INT']","['0.6204', '0.3234', '0.0265', '0.0208', '0.0050']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']",TFT,0.9999,NP,0.6204,ITO-RESIDUE-T,0.9940,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AR8TA-1-3.jpg,"['0.9999', '1.1133']","['CF', 'TFT']","['0.9999', '1.4684', '1.1767', '2.2019']","['OP', 'UP', 'NP', 'INT']","['0.5125', '0.4766', '0.0105', '0.0001', '3.3836']","['POLYMER', 'GLASS CULLET', 'FIBER', 'LIGHT METAL', 'CF DEFECT']",CF,0.9999,OP,0.5125,POLYMER,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5AY5GF-1-3.jpg,"['1.0', '1.3416']","['TFT', 'CF']","['0.5532', '0.4406', '0.0060', '3.6401']","['NP', 'UP', 'OP', 'INT']","['0.8942', '0.0531', '0.0438', '0.0041', '0.0023']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER']",TFT,1.0,NP,0.8942,PI SPOT-WITH PAR,0.5532,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q93M-1-3.jpg,"['0.9999', '1.2904']","['CF', 'TFT']","['0.9999', '4.3829', '2.8235', '7.5035']","['OP', 'UP', 'NP', 'INT']","['0.9999', '4.0179', '4.6191', '1.8781', '3.8341']","['FIBER', 'POLYMER', 'CF REPAIR FAIL', 'GLASS CULLET', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9999,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X01JF-1-3.jpg,"['0.9979', '0.0020']","['CF', 'TFT']","['0.9999', '3.6239', '7.5336', '7.1660']","['OP', 'NP', 'INT', 'UP']","['0.9995', '0.0003', '1.9067', '3.6126', '3.1872']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'PV-HOLE-T']",CF,0.9979,OP,0.9995,POLYMER,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B4UM8SC-1-3.jpg,"['0.9999', '8.0192']","['TFT', 'CF']","['0.9459', '0.0449', '0.0091', '4.0039']","['OP', 'UP', 'NP', 'INT']","['0.7296', '0.2263', '0.0322', '0.0098', '0.0014']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,0.9999,OP,0.7296,POLYMER,0.9459,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B52E2FC-1-3.jpg,"['0.9999', '1.1376']","['CF', 'TFT']","['0.9998', '0.0001', '1.2267', '2.2041']","['UP', 'NP', 'OP', 'INT']","['0.9998', '4.4181', '3.9683', '3.6396', '5.4305']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'LIGHT METAL', 'CF DEFECT', 'FIBER']",CF,0.9999,UP,0.9998,PI SPOT-WITH PAR,0.9998,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4T93PR-1-3.jpg,"['0.9999', '3.0020']","['TFT', 'CF']","['0.5080', '0.4894', '0.0025', '8.9638']","['OP', 'UP', 'NP', 'INT']","['0.5419', '0.2934', '0.1621', '0.0016', '0.0004']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'GLASS CULLET']",TFT,0.9999,OP,0.5419,POLYMER,0.5080,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B38M9GC-1-3.jpg,"['0.9999', '9.9379']","['TFT', 'CF']","['0.9652', '0.0334', '0.0012', '1.7090']","['NP', 'OP', 'UP', 'INT']","['0.9386', '0.0364', '0.0162', '0.0033', '0.0032']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'POLYMER']",TFT,0.9999,NP,0.9386,ITO-RESIDUE-T,0.9652,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B54B2VJ-1-3.jpg,"['0.9999', '4.9412']","['CF', 'TFT']","['0.9999', '1.8214', '4.1347', '7.5546']","['OP', 'UP', 'NP', 'INT']","['0.7926', '0.2062', '0.0010', '2.8800', '1.5867']","['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.7926,POLYMER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4VL8ED-1-3.jpg,"['0.9998', '0.0001']","['CF', 'TFT']","['0.9997', '0.0001', '3.9822', '3.4586']","['OP', 'NP', 'INT', 'UP']","['0.9997', '0.0001', '0.0001', '5.9415', '4.6633']","['POLYMER', 'CF REPAIR FAIL', 'GLASS CULLET', 'FIBER', 'CF DEFECT']",CF,0.9998,OP,0.9997,POLYMER,0.9997,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B50Y62M-1-4.jpg,"['0.9999', '8.6564']","['TFT', 'CF']","['0.9975', '0.0024', '1.0102', '3.8630']","['INT', 'NP', 'UP', 'OP']","['0.8546', '0.1121', '0.0271', '0.0058', '9.1237']","['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T']",TFT,0.9999,INT,0.8546,GLASS BROKEN,0.9975,TFT,INT,GLASS BROKEN
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B38N6WB-1-2.jpg,"['0.9989', '0.0010']","['TFT', 'CF']","['0.5457', '0.2645', '0.1445', '0.0451']","['INT', 'UP', 'NP', 'OP']","['0.8855', '0.0741', '0.0207', '0.0073', '0.0060']","['ESD', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']",TFT,0.9989,INT,0.8855,ESD,0.5457,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5DP2SB-1-3.jpg,"['1.0', '8.4469']","['TFT', 'CF']","['0.9996', '0.0002', '6.4921', '2.2371']","['NP', 'OP', 'INT', 'UP']","['0.9997', '0.0001', '7.2431', '2.5852', '2.9478']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'GLASS BROKEN']",TFT,1.0,NP,0.9997,AS-RESIDUE-E,0.9996,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4S74HH-1-3.jpg,"['0.9999', '6.2810']","['TFT', 'CF']","['0.5139', '0.4372', '0.0488', '5.0558']","['OP', 'UP', 'NP', 'INT']","['0.9315', '0.0386', '0.0180', '0.0073', '0.0030']","['POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T']",TFT,0.9999,OP,0.9315,POLYMER,0.5139,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5AZ5WL-1-4.jpg,"['0.9999', '1.6465']","['TFT', 'CF']","['0.9983', '0.0011', '0.0005', '2.3453']","['NP', 'OP', 'UP', 'INT']","['0.8733', '0.0543', '0.0454', '0.0250', '0.0016']","['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER']",TFT,0.9999,NP,0.8733,M1-ABNORMAL,0.9983,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AF-2-3.jpg,"['0.9999', '3.8040']","['TFT', 'CF']","['0.6088', '0.3558', '0.0353', '1.3748']","['UP', 'OP', 'NP', 'INT']","['0.7291', '0.2113', '0.0314', '0.0240', '0.0019']","['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'FIBER', 'GLASS CULLET']",TFT,0.9999,UP,0.7291,PI SPOT-WITH PAR,0.6088,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B92B7RL-1-3.jpg,"['0.9999', '7.7610']","['CF', 'TFT']","['0.9998', '0.0001', '2.5157', '1.8624']","['UP', 'NP', 'OP', 'INT']","['0.9989', '0.0007', '0.0002', '5.1877', '2.8877']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T']",CF,0.9999,UP,0.9989,PI SPOT-WITH PAR,0.9998,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4NN8NM-1-5.jpg,"['0.9999', '1.6163']","['CF', 'TFT']","['0.9996', '0.0003', '7.0566', '9.5337']","['UP', 'NP', 'OP', 'INT']","['0.9990', '0.0003', '0.0003', '0.0002', '4.0199']","['PI SPOT-WITH PAR', 'CF DEFECT', 'LIGHT METAL', 'CF PS DEFORMATION', 'CF REPAIR FAIL']",CF,0.9999,UP,0.9990,PI SPOT-WITH PAR,0.9996,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B29G6HA-1-4.jpg,"['0.9999', '1.0238']","['TFT', 'CF']","['0.9677', '0.0310', '0.0006', '0.0006']","['INT', 'NP', 'OP', 'UP']","['0.9781', '0.0090', '0.0053', '0.0046', '0.0014']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'POLYMER']",TFT,0.9999,INT,0.9781,GLASS BROKEN,0.9677,TFT,INT,GLASS BROKEN
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B51F94Q-1-3.jpg,"['0.9999', '1.0614']","['CF', 'TFT']","['0.9999', '2.5567', '3.3466', '1.5129']","['UP', 'NP', 'OP', 'INT']","['0.9999', '5.4765', '1.8259', '5.0563', '1.1883']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION']",CF,0.9999,UP,0.9999,PI SPOT-WITH PAR,0.9999,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B57R9FC-1-3.jpg,"['0.9987', '0.0012']","['CF', 'TFT']","['0.9668', '0.0322', '0.0007', '5.3405']","['NP', 'OP', 'UP', 'INT']","['0.5195', '0.2998', '0.1184', '0.0577', '0.0016']","['CF PS DEFORMATION', 'CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'POLYMER']",CF,0.9987,NP,0.5195,CF PS DEFORMATION,0.9668,CF,NP,CF PS DEFORMATION
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56301R-1-3.jpg,"['0.9999', '6.0592']","['CF', 'TFT']","['0.9993', '0.0004', '0.0002', '2.5564']","['OP', 'NP', 'UP', 'INT']","['0.9675', '0.0313', '0.0005', '0.0002', '9.2788']","['GLASS CULLET', 'POLYMER', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL']",CF,0.9999,OP,0.9675,GLASS CULLET,0.9993,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B4VV1XB-1-3.jpg,"['0.9999', '1.2630']","['CF', 'TFT']","['0.9999', '3.6789', '3.1864', '2.7802']","['NP', 'UP', 'OP', 'INT']","['0.9992', '0.0006', '1.9170', '7.4149', '6.0089']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER', 'POLYMER']",CF,0.9999,NP,0.9992,CF REPAIR FAIL,0.9999,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-2.jpg,"['0.9994', '0.0005']","['TFT', 'CF']","['0.9735', '0.0135', '0.0084', '0.0044']","['INT', 'NP', 'OP', 'UP']","['0.9510', '0.0353', '0.0094', '0.0018', '0.0010']","['GLASS BROKEN', 'POLYMER', 'ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E']",TFT,0.9994,INT,0.9510,GLASS BROKEN,0.9735,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5637ZD-1-3.jpg,"['0.9964', '0.0035']","['CF', 'TFT']","['0.9972', '0.0023', '0.0002', '0.0001']","['OP', 'NP', 'INT', 'UP']","['0.6435', '0.3325', '0.0228', '0.0005', '0.0001']","['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'PV-HOLE-T', 'LIGHT METAL']",CF,0.9964,OP,0.6435,POLYMER,0.9972,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B33Z1LL-1-3.jpg,"['0.9999', '9.2281']","['CF', 'TFT']","['0.9942', '0.0048', '0.0009', '6.3549']","['OP', 'UP', 'NP', 'INT']","['0.8427', '0.1316', '0.0142', '0.0093', '0.0017']","['POLYMER', 'FIBER', 'GLASS CULLET', 'LIGHT METAL', 'CF REPAIR FAIL']",CF,0.9999,OP,0.8427,POLYMER,0.9942,CF,UP,LIGHT METAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B37Y7EC-1-4.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.7680', '0.2124', '0.0174', '0.0019']","['INT', 'NP', 'UP', 'OP']","['0.9345', '0.0495', '0.0115', '0.0019', '0.0006']","['ESD', 'M1-ABNORMAL', 'POLYMER', 'GLASS BROKEN', 'PV-HOLE-T']",TFT,0.9998,INT,0.9345,ESD,0.7680,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BASZ6LD-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9468', '0.0344', '0.0187', '6.6773']","['OP', 'NP', 'UP', 'INT']","['0.6945', '0.2471', '0.0131', '0.0125', '0.0111']","['POLYMER', 'FIBER', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'PV-HOLE-T']",TFT,0.9998,OP,0.6945,POLYMER,0.9468,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B54C0CJ-1-3.jpg,"['0.9999', '8.1439']","['TFT', 'CF']","['0.5523', '0.4388', '0.0088', '2.8870']","['OP', 'NP', 'UP', 'INT']","['0.2694', '0.2475', '0.2055', '0.1281', '0.0728']","['AS-RESIDUE-E', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T']",TFT,0.9999,OP,0.2694,AS-RESIDUE-E,0.5523,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B4TL4DD-1-3.jpg,"['0.9999', '1.5234']","['CF', 'TFT']","['0.9998', '8.0380', '2.3449', '1.6225']","['NP', 'OP', 'UP', 'INT']","['0.9490', '0.0500', '0.0006', '8.7009', '4.2237']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'GLASS CULLET']",CF,0.9999,NP,0.9490,CF DEFECT,0.9998,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5B27LC-2-3.jpg,"['0.9942', '0.0057']","['CF', 'TFT']","['0.9987', '0.0007', '0.0003', '0.0001']","['OP', 'UP', 'INT', 'NP']","['0.8965', '0.1017', '0.0015', '8.6249', '2.1360']","['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'LIGHT METAL']",CF,0.9942,OP,0.8965,POLYMER,0.9987,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBTC5WG-1-3.jpg,"['0.9999', '6.5630']","['TFT', 'CF']","['0.9999', '1.0600', '4.7854', '1.9768']","['NP', 'UP', 'OP', 'INT']","['0.9989', '0.0004', '0.0004', '0.0001', '3.4051']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']",TFT,0.9999,NP,0.9989,M1-ABNORMAL,0.9999,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5636UH-1-3.jpg,"['0.9999', '3.2774']","['CF', 'TFT']","['0.9999', '3.1261', '6.3902', '2.4452']","['OP', 'NP', 'UP', 'INT']","['0.6507', '0.3302', '0.0185', '0.0004', '5.4072']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9999,OP,0.6507,POLYMER,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B57R5JD-1-3.jpg,"['0.9999', '7.6219']","['TFT', 'CF']","['0.9945', '0.0052', '0.0002', '1.4328']","['NP', 'OP', 'UP', 'INT']","['0.8791', '0.1181', '0.0016', '0.0004', '0.0004']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.8791,ITO-RESIDUE-T,0.9945,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4MA9YD-1-3.jpg,"['0.9992', '0.0007']","['TFT', 'CF']","['0.5317', '0.4455', '0.0225', '5.2760']","['UP', 'OP', 'NP', 'INT']","['0.9478', '0.0229', '0.0174', '0.0056', '0.0025']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'GLASS CULLET']",TFT,0.9992,UP,0.9478,POLYMER,0.5317,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5581MH-1-3.jpg,"['0.9999', '8.8362']","['CF', 'TFT']","['0.9999', '5.9127', '1.1584', '2.7814']","['OP', 'UP', 'NP', 'INT']","['0.9988', '0.0011', '7.6503', '1.9250', '5.1158']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9988,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATT8SM-1-3.jpg,"['1.0', '1.5834']","['TFT', 'CF']","['0.9999', '7.3292', '3.1742', '1.6897']","['NP', 'UP', 'OP', 'INT']","['0.9993', '0.0003', '0.0001', '0.0001', '6.8821']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ESD']",TFT,1.0,NP,0.9993,M1-ABNORMAL,0.9999,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B58P24D-1-3.jpg,"['0.9999', '2.1801']","['CF', 'TFT']","['0.9999', '8.8356', '3.6268', '4.5701']","['OP', 'NP', 'UP', 'INT']","['0.7476', '0.2514', '0.0005', '0.0001', '0.0001']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9999,OP,0.7476,POLYMER,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VW0FE-1-3.jpg,"['0.9999', '3.3861']","['CF', 'TFT']","['0.9996', '0.0001', '0.0001', '2.4464']","['NP', 'UP', 'OP', 'INT']","['0.8221', '0.1660', '0.0109', '0.0003', '0.0001']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'GLASS CULLET']",CF,0.9999,NP,0.8221,CF REPAIR FAIL,0.9996,CF,NP,CF DEFECT
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5D72FJ-1-3.jpg,"['0.9999', '1.3007']","['TFT', 'CF']","['0.9910', '0.0087', '0.0001', '3.3741']","['UP', 'OP', 'NP', 'INT']","['0.9813', '0.0127', '0.0056', '9.3249', '6.3232']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']",TFT,0.9999,UP,0.9813,PI SPOT-WITH PAR,0.9910,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_H5B86HJ-1-3.jpg,"['0.9999', '3.7717']","['TFT', 'CF']","['0.9076', '0.0910', '0.0012', '1.1765']","['NP', 'UP', 'OP', 'INT']","['0.9464', '0.0292', '0.0100', '0.0088', '0.0044']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'POLYMER', 'M1-ABNORMAL', 'ITO-RESIDUE-T']",TFT,0.9999,NP,0.9464,PV-HOLE-T,0.9076,TFT,NP,PV-HOLE-T
