ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,Layer_3_True,Layer_3_ans,Layer_3_conf,sub_class,sub_conf,subtwo_class,subtwo_conf,super_class,super_conf
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4X00QF-1-3.jpg,TFT,TFT,0.9999,UP,NP,0.9969,POLYMER,PV-HOLE-T,0.9832,"['NP', 'UP', 'INT', 'OP']","['0.9832', '0.0149', '0.0014', '0.0003']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'GLASS BROKEN', 'M1-ABNORMAL', 'CF DEFECT']","['0.9969', '0.0015', '0.0004', '0.0002', '0.0002']","['TFT', 'CF']","['0.9999', '3.0689']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4N61WG-1-3.jpg,CF,CF,0.9999,UP,UP,0.9999,LIGHT METAL,LIGHT METAL,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '1.6524', '2.5303', '2.8187']","['LIGHT METAL', 'PI SPOT-WITH PAR', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.9999', '2.8881', '2.7078', '8.0351', '5.6393']","['CF', 'TFT']","['0.9999', '3.7058']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B55E1KF-1-3.jpg,TFT,TFT,0.9967,OP,NP,0.3462,POLYMER,PV-HOLE-T,0.8349,"['NP', 'INT', 'UP', 'OP']","['0.8349', '0.1281', '0.0306', '0.0063']","['PV-HOLE-T', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'ESD', 'M1-ABNORMAL']","['0.3462', '0.2473', '0.2252', '0.1380', '0.0124']","['TFT', 'CF']","['0.9967', '0.0032']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B58743J-1-3.jpg,CF,CF,0.9999,OP,OP,0.9927,FIBER,FIBER,0.9974,"['OP', 'NP', 'UP', 'INT']","['0.9974', '0.0024', '2.6080', '4.7228']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9927', '0.0045', '0.0018', '0.0008', '1.1308']","['CF', 'TFT']","['0.9999', '4.0025']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B92B7RL-1-3.jpg,CF,CF,0.9999,UP,UP,0.9999,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '8.4456', '1.3963', '2.4909']","['PI SPOT-WITH PAR', 'CF DEFECT', 'LIGHT METAL', 'CF REPAIR FAIL', 'FIBER']","['0.9999', '4.1006', '1.1533', '9.7900', '7.8627']","['CF', 'TFT']","['0.9999', '3.1956']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B55Q4UA-1-3.jpg,TFT,TFT,0.9999,OP,NP,0.9283,POLYMER,PV-HOLE-T,0.9635,"['NP', 'UP', 'OP', 'INT']","['0.9635', '0.0232', '0.0131', '1.3234']","['PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T']","['0.9283', '0.0328', '0.0186', '0.0086', '0.0083']","['TFT', 'CF']","['0.9999', '8.2817']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B37Y7EC-1-4.jpg,TFT,TFT,0.9914,INT,INT,0.8775,ESD,ESD,0.9016,"['INT', 'UP', 'NP', 'OP']","['0.9016', '0.0661', '0.0313', '0.0009']","['ESD', 'PI SPOT-WITH PAR', 'GLASS BROKEN', 'PV-HOLE-T', 'LIGHT METAL']","['0.8775', '0.0446', '0.0322', '0.0224', '0.0074']","['TFT', 'CF']","['0.9914', '0.0085']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B57L7EM-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.6803,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9952,"['NP', 'UP', 'OP', 'INT']","['0.9952', '0.0045', '0.0001', '1.4649']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['0.6803', '0.2016', '0.0811', '0.0281', '0.0032']","['TFT', 'CF']","['0.9999', '3.6934']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B3916EH-1-3.jpg,CF,CF,0.9999,UP,UP,0.9950,LIGHT METAL,LIGHT METAL,0.9985,"['UP', 'OP', 'NP', 'INT']","['0.9985', '0.0008', '0.0005', '2.4018']","['LIGHT METAL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9950', '0.0022', '0.0009', '0.0006', '0.0005']","['CF', 'TFT']","['0.9999', '1.6313']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4RA4RD-1-3.jpg,TFT,TFT,0.9994,UP,UP,0.9024,POLYMER,PI SPOT-WITH PAR,0.9610,"['UP', 'NP', 'OP', 'INT']","['0.9610', '0.0384', '0.0005', '4.3463']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T', 'POLYMER']","['0.9024', '0.0446', '0.0435', '0.0042', '0.0038']","['TFT', 'CF']","['0.9994', '0.0005']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4TN2TV-1-2.jpg,TFT,TFT,0.9999,INT,INT,0.9999,GLASS BROKEN,GLASS BROKEN,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '2.1458', '3.2872', '2.7703']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'POLYMER', 'CF DEFECT']","['0.9999', '2.0148', '1.2048', '1.1547', '5.9804']","['TFT', 'CF']","['0.9999', '1.8931']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_HBMQ4AG-1-4.jpg,TFT,TFT,1.0,INT,INT,0.9999,GLASS BROKEN,GLASS BROKEN,1.0,"['INT', 'UP', 'NP', 'OP']","['1.0', '2.3394', '3.3683', '7.8478']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'POLYMER', 'LIGHT METAL']","['0.9999', '3.5728', '2.5993', '1.5389', '8.2712']","['TFT', 'CF']","['1.0', '3.9773']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_H3CJ3JF-1-3.jpg,CF,CF,1.0,UP,UP,0.9999,LIGHT METAL,LIGHT METAL,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '1.1247', '8.1283', '1.6768']","['LIGHT METAL', 'CF PS DEFORMATION', 'CF DEFECT', 'PI SPOT-WITH PAR', 'POLYMER']","['0.9999', '4.5687', '1.0101', '7.3576', '4.9859']","['CF', 'TFT']","['1.0', '3.9564']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B54C0CJ-1-3.jpg,TFT,TFT,0.9999,OP,NP,0.7238,POLYMER,PV-HOLE-T,0.5576,"['NP', 'UP', 'OP', 'INT']","['0.5576', '0.3987', '0.0435', '2.9222']","['PV-HOLE-T', 'FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.7238', '0.1326', '0.0793', '0.0475', '0.0057']","['TFT', 'CF']","['0.9999', '1.5022']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B6214RD-1-3.jpg,CF,CF,0.9998,OP,OP,0.7623,POLYMER,POLYMER,0.8232,"['OP', 'NP', 'INT', 'UP']","['0.8232', '0.1749', '0.0016', '5.1347']","['POLYMER', 'CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'PV-HOLE-T']","['0.7623', '0.1039', '0.0674', '0.0623', '0.0015']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B27X01L-1-1.jpg,TFT,CF,0.5631,INT,INT,0.6237,ESD,ESD,0.6332,"['INT', 'NP', 'OP', 'UP']","['0.6332', '0.3629', '0.0038', '1.5406']","['ESD', 'CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'M1-ABNORMAL']","['0.6237', '0.2068', '0.0959', '0.0497', '0.0102']","['CF', 'TFT']","['0.5631', '0.4368']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B59E5QM-1-3.jpg,CF,CF,0.9999,OP,OP,0.8106,POLYMER,POLYMER,0.9994,"['OP', 'NP', 'INT', 'UP']","['0.9994', '0.0005', '6.0069', '5.7870']","['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'FIBER', 'M1-ABNORMAL']","['0.8106', '0.1879', '0.0005', '0.0004', '0.0002']","['CF', 'TFT']","['0.9999', '6.6753']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B61V7DK-1-3.jpg,CF,CF,0.9998,NP,NP,0.9888,CF REPAIR FAIL,CF REPAIR FAIL,0.9977,"['NP', 'OP', 'INT', 'UP']","['0.9977', '0.0020', '0.0002', '3.3285']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER', 'POLYMER']","['0.9888', '0.0089', '0.0014', '0.0002', '0.0002']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5633RM-1-3.jpg,TFT,TFT,0.9995,UP,NP,0.8020,POLYMER,PV-HOLE-T,0.7924,"['NP', 'UP', 'OP', 'INT']","['0.7924', '0.2049', '0.0022', '0.0004']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'CF REPAIR FAIL']","['0.8020', '0.1645', '0.0099', '0.0098', '0.0059']","['TFT', 'CF']","['0.9995', '0.0004']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4N98AM-1-4.jpg,TFT,TFT,0.9999,INT,INT,0.9997,GLASS BROKEN,GLASS BROKEN,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '3.7729', '1.6155', '1.0420']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'CF DEFECT', 'GLASS CULLET']","['0.9997', '0.0002', '2.2386', '4.9590', '4.0465']","['TFT', 'CF']","['0.9999', '1.0198']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VF0GF-1-3.jpg,CF,CF,0.9999,NP,NP,0.9186,CF DEFECT,CF PS DEFORMATION,0.9999,"['NP', 'OP', 'UP', 'INT']","['0.9999', '7.9340', '1.6123', '1.9754']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'M1-ABNORMAL']","['0.9186', '0.0686', '0.0127', '6.9064', '3.6885']","['CF', 'TFT']","['0.9999', '4.2432']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_CG3B51K4H0LD-1-3.jpg,TFT,TFT,0.9998,OP,OP,0.9530,POLYMER,POLYMER,0.8993,"['OP', 'UP', 'NP', 'INT']","['0.8993', '0.0961', '0.0045', '2.4923']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.9530', '0.0217', '0.0160', '0.0062', '0.0023']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_7S3B5AA0Q0AE-1-3.jpg,CF,CF,0.9999,UP,OP,0.9008,LIGHT METAL,POLYMER,0.9987,"['OP', 'NP', 'UP', 'INT']","['0.9987', '0.0008', '0.0004', '2.6571']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'LIGHT METAL']","['0.9008', '0.0567', '0.0395', '0.0015', '0.0005']","['CF', 'TFT']","['0.9999', '6.6211']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VL0BB-1-3.jpg,CF,CF,0.9999,NP,NP,0.9960,CF DEFECT,CF DEFECT,0.9998,"['NP', 'OP', 'UP', 'INT']","['0.9998', '0.0001', '3.3151', '3.4930']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9960', '0.0032', '0.0005', '3.0752', '1.0823']","['CF', 'TFT']","['0.9999', '1.2476']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5BK2BQ-1-3.jpg,TFT,TFT,0.9938,NP,NP,0.8297,PV-HOLE-T,PV-HOLE-T,0.8462,"['NP', 'UP', 'OP', 'INT']","['0.8462', '0.1370', '0.0166', '3.1348']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'CF DEFECT', 'M1-ABNORMAL']","['0.8297', '0.0748', '0.0435', '0.0192', '0.0124']","['TFT', 'CF']","['0.9938', '0.0061']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B52E2GN-1-3.jpg,CF,CF,0.9999,UP,UP,0.9999,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '2.6030', '1.8523', '1.3438']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.9999', '7.8606', '6.0572', '2.1557', '5.9383']","['CF', 'TFT']","['0.9999', '2.1000']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B54U6JR-1-3.jpg,CF,CF,0.9999,NP,NP,0.7184,CF PS DEFORMATION,CF REPAIR FAIL,0.9984,"['NP', 'OP', 'INT', 'UP']","['0.9984', '0.0015', '8.6758', '2.3642']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.7184', '0.2436', '0.0262', '0.0114', '0.0001']","['CF', 'TFT']","['0.9999', '2.3337']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B66C6LP-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.8576,AS-RESIDUE-E,ESD,0.7999,"['NP', 'INT', 'OP', 'UP']","['0.7999', '0.1835', '0.0127', '0.0037']","['ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['0.8576', '0.0647', '0.0636', '0.0109', '0.0016']","['TFT', 'CF']","['0.9999', '5.6691']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AT-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.8143,POLYMER,PI SPOT-WITH PAR,0.9927,"['UP', 'NP', 'OP', 'INT']","['0.9927', '0.0069', '0.0003', '1.6079']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'FIBER', 'ITO-RESIDUE-T']","['0.8143', '0.0755', '0.0560', '0.0523', '0.0005']","['TFT', 'CF']","['0.9999', '4.7078']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B2419PB-1-3.jpg,CF,CF,0.9999,UP,UP,0.6003,LIGHT METAL,LIGHT METAL,0.8062,"['UP', 'OP', 'NP', 'INT']","['0.8062', '0.1573', '0.0363', '1.0108']","['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'CF REPAIR FAIL', 'POLYMER']","['0.6003', '0.3338', '0.0439', '0.0061', '0.0052']","['CF', 'TFT']","['0.9999', '7.2091']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X01JF-1-3.jpg,CF,CF,0.9999,OP,OP,0.9796,POLYMER,POLYMER,0.9999,"['OP', 'NP', 'UP', 'INT']","['0.9999', '4.2478', '2.8926', '1.7208']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'M1-ABNORMAL']","['0.9796', '0.0198', '0.0004', '5.9259', '5.4368']","['CF', 'TFT']","['0.9999', '4.3500']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CG8ST-1-3.jpg,TFT,TFT,0.9997,UP,UP,0.9889,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9992,"['UP', 'NP', 'OP', 'INT']","['0.9992', '0.0006', '1.2969', '6.1021']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.9889', '0.0080', '0.0011', '0.0010', '0.0005']","['TFT', 'CF']","['0.9997', '0.0002']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4T93PR-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.8405,POLYMER,FIBER,0.9815,"['UP', 'NP', 'OP', 'INT']","['0.9815', '0.0151', '0.0033', '9.7530']","['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.8405', '0.0735', '0.0464', '0.0382', '0.0005']","['TFT', 'CF']","['0.9999', '3.9551']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B4K48EP-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.9954,FIBER,FIBER,0.9999,"['UP', 'OP', 'NP', 'INT']","['0.9999', '3.4010', '1.2907', '4.9948']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'ITO-RESIDUE-T', 'ESD']","['0.9954', '0.0045', '1.3393', '1.4354', '1.0963']","['TFT', 'CF']","['0.9999', '5.7249']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AF-2-3.jpg,TFT,TFT,0.9999,UP,UP,0.8415,POLYMER,PI SPOT-WITH PAR,0.9918,"['UP', 'NP', 'OP', 'INT']","['0.9918', '0.0070', '0.0010', '3.6273']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.8415', '0.0814', '0.0387', '0.0366', '0.0012']","['TFT', 'CF']","['0.9999', '4.9617']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B33W8WK-1-1.jpg,TFT,TFT,0.9999,INT,INT,0.9999,ESD,ESD,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '3.0235', '5.7207', '1.1387']","['ESD', 'GLASS BROKEN', 'PV-HOLE-T', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.9999', '8.5526', '1.2071', '5.5297', '4.1059']","['TFT', 'CF']","['0.9999', '2.4812']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B4U14FD-1-3.jpg,TFT,TFT,0.9998,NP,NP,0.5737,M1-ABNORMAL,PV-HOLE-T,0.9840,"['NP', 'UP', 'OP', 'INT']","['0.9840', '0.0146', '0.0012', '8.9329']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.5737', '0.3529', '0.0351', '0.0204', '0.0148']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4X04UA-1-3.jpg,TFT,TFT,0.9995,NP,UP,0.5554,PV-HOLE-T,PI SPOT-WITH PAR,0.9656,"['UP', 'NP', 'OP', 'INT']","['0.9656', '0.0336', '0.0004', '0.0002']","['PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'POLYMER', 'CF DEFECT']","['0.5554', '0.3462', '0.0721', '0.0146', '0.0064']","['TFT', 'CF']","['0.9995', '0.0004']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBTC5WG-1-3.jpg,TFT,TFT,1.0,NP,NP,0.9989,M1-ABNORMAL,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '9.8300', '5.5922', '4.0751']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF PS DEFORMATION']","['0.9989', '0.0009', '6.8662', '6.6912', '5.2399']","['TFT', 'CF']","['1.0', '2.6879']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B28S1PC-1-3.jpg,CF,CF,0.9996,UP,UP,0.9942,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9833,"['UP', 'NP', 'OP', 'INT']","['0.9833', '0.0162', '0.0003', '7.4960']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'CF DEFECT', 'LIGHT METAL']","['0.9942', '0.0017', '0.0016', '0.0015', '0.0003']","['CF', 'TFT']","['0.9996', '0.0003']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B54J0HC-1-3.jpg,CF,CF,0.9999,OP,OP,0.5130,GLASS CULLET,POLYMER,0.9999,"['OP', 'NP', 'INT', 'UP']","['0.9999', '7.9349', '1.0674', '3.5244']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.5130', '0.4195', '0.0658', '0.0014', '9.1325']","['CF', 'TFT']","['0.9999', '1.9916']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B6091NM-1-4.jpg,TFT,TFT,0.9999,INT,INT,0.9407,ESD,GLASS BROKEN,0.9927,"['INT', 'NP', 'UP', 'OP']","['0.9927', '0.0053', '0.0018', '4.1082']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'PV-HOLE-T', 'CF DEFECT']","['0.9407', '0.0542', '0.0042', '0.0003', '0.0001']","['TFT', 'CF']","['0.9999', '2.0199']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAX73QE-1-3.jpg,TFT,TFT,1.0,NP,NP,0.9997,M1-ABNORMAL,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '8.7583', '2.6651', '5.5378']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD', 'AS-RESIDUE-E']","['0.9997', '0.0002', '1.1422', '6.3938', '3.4697']","['TFT', 'CF']","['1.0', '3.3046']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B38N2AB-1-3.jpg,CF,CF,0.9999,UP,UP,0.9995,LIGHT METAL,LIGHT METAL,0.9995,"['UP', 'OP', 'NP', 'INT']","['0.9995', '0.0004', '4.2422', '1.1912']","['LIGHT METAL', 'GLASS CULLET', 'PI SPOT-WITH PAR', 'POLYMER', 'CF DEFECT']","['0.9995', '0.0001', '0.0001', '6.5627', '1.8475']","['CF', 'TFT']","['0.9999', '3.8744']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q93M-1-3.jpg,CF,CF,0.9999,OP,OP,0.9811,FIBER,FIBER,0.9996,"['OP', 'NP', 'UP', 'INT']","['0.9996', '0.0003', '2.6290', '3.4339']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9811', '0.0122', '0.0062', '0.0002', '5.8535']","['CF', 'TFT']","['0.9999', '4.5428']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAMT9ME-1-3.jpg,TFT,TFT,1.0,NP,NP,0.9978,M1-ABNORMAL,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '5.0303', '1.4465', '2.6595']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ESD']","['0.9978', '0.0016', '0.0003', '8.4330', '2.6855']","['TFT', 'CF']","['1.0', '3.7280']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B58P2ZS-1-3.jpg,CF,CF,0.9999,UP,OP,0.5427,PI SPOT-WITH PAR,GLASS CULLET,0.9361,"['OP', 'NP', 'UP', 'INT']","['0.9361', '0.0623', '0.0015', '1.2209']","['GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'CF DEFECT', 'PI SPOT-WITH PAR']","['0.5427', '0.3177', '0.0775', '0.0590', '0.0008']","['CF', 'TFT']","['0.9999', '5.2668']"
