ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,sub_class,sub_conf,super_class,super_conf
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4RA4RD-1-3.jpg,UP,UP,0.9988,POLYMER,PI SPOT-WITH PAR,0.9818,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.9818', '0.0110', '0.0053', '0.0007', '0.0004']","['UP', 'NP', 'OP', 'INT']","['0.9988', '0.0007', '0.0003', '5.9161']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4TN2TV-1-2.jpg,INT,INT,0.9999,GLASS BROKEN,GLASS BROKEN,0.9999,"['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'CF DEFECT']","['0.9999', '5.2695', '1.9524', '4.3096', '1.5414']","['INT', 'NP', 'UP', 'OP']","['0.9999', '5.7107', '2.0259', '4.6449']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_HBJL0AA-1-3.jpg,UP,NP,0.7856,PI SPOT-WITH PAR,CF REPAIR FAIL,0.4664,"['CF REPAIR FAIL', 'CF DEFECT', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'LIGHT METAL']","['0.4664', '0.3208', '0.2053', '0.0024', '0.0018']","['NP', 'UP', 'OP', 'INT']","['0.7856', '0.2131', '0.0011', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_HBMQ4AG-1-4.jpg,INT,INT,1.0,GLASS BROKEN,GLASS BROKEN,0.9999,"['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'POLYMER']","['0.9999', '4.1999', '7.5056', '3.9370', '3.5050']","['INT', 'NP', 'UP', 'OP']","['1.0', '4.8889', '2.0852', '1.4197']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_H3CJ3JF-1-3.jpg,UP,UP,0.9973,LIGHT METAL,LIGHT METAL,0.9951,"['LIGHT METAL', 'POLYMER', 'GLASS CULLET', 'CF DEFECT', 'ESD']","['0.9951', '0.0019', '0.0019', '0.0005', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9973', '0.0018', '0.0007', '8.2099']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5CH1MA-1-3.jpg,NP,NP,0.9992,AS-RESIDUE-E,AS-RESIDUE-E,0.5373,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.5373', '0.4590', '0.0031', '0.0003', '0.0001']","['NP', 'OP', 'UP', 'INT']","['0.9992', '0.0006', '0.0001', '1.0699']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B54C0CJ-1-3.jpg,OP,UP,0.9595,POLYMER,FIBER,0.5727,"['FIBER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'POLYMER', 'PV-HOLE-T']","['0.5727', '0.2133', '0.1262', '0.0518', '0.0244']","['UP', 'NP', 'OP', 'INT']","['0.9595', '0.0256', '0.0147', '2.9768']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B6214RD-1-3.jpg,OP,OP,0.9995,POLYMER,POLYMER,0.9992,"['POLYMER', 'PV-HOLE-T', 'GLASS CULLET', 'M1-ABNORMAL', 'CF REPAIR FAIL']","['0.9992', '0.0003', '0.0001', '0.0001', '2.9503']","['OP', 'NP', 'INT', 'UP']","['0.9995', '0.0004', '3.6881', '6.4492']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_HCAD8LE-2-1.jpg,INT,INT,0.9975,ESD,ESD,0.9336,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'CF DEFECT']","['0.9336', '0.0633', '0.0026', '0.0002', '1.4955']","['INT', 'UP', 'NP', 'OP']","['0.9975', '0.0021', '0.0002', '7.4977']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B59E5QM-1-3.jpg,OP,OP,0.9985,POLYMER,POLYMER,0.9975,"['POLYMER', 'GLASS CULLET', 'PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E']","['0.9975', '0.0014', '0.0004', '0.0002', '0.0001']","['OP', 'NP', 'INT', 'UP']","['0.9985', '0.0014', '9.3702', '5.0282']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B5BL4RB-1-3.jpg,INT,INT,0.5563,ESD,GLASS BROKEN,0.5554,"['GLASS BROKEN', 'AS-RESIDUE-E', 'POLYMER', 'GLASS CULLET', 'ESD']","['0.5554', '0.1901', '0.0595', '0.0584', '0.0524']","['INT', 'OP', 'UP', 'NP']","['0.5563', '0.2203', '0.1269', '0.0963']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B61V7DK-1-3.jpg,NP,OP,0.6025,CF REPAIR FAIL,CF REPAIR FAIL,0.6530,"['CF REPAIR FAIL', 'FIBER', 'POLYMER', 'GLASS CULLET', 'CF DEFECT']","['0.6530', '0.2951', '0.0296', '0.0144', '0.0064']","['OP', 'NP', 'UP', 'INT']","['0.6025', '0.3972', '0.0001', '1.0178']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4U77QL-1-3.jpg,UP,NP,0.8948,PI SPOT-WITH PAR,CF DEFECT,0.3222,"['CF DEFECT', 'M1-ABNORMAL', 'CF REPAIR FAIL', 'POLYMER', 'ITO-RESIDUE-T']","['0.3222', '0.2563', '0.1283', '0.0854', '0.0647']","['NP', 'UP', 'OP', 'INT']","['0.8948', '0.0846', '0.0194', '0.0009']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5633RM-1-3.jpg,UP,UP,0.8642,POLYMER,POLYMER,0.8221,"['POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'CF REPAIR FAIL']","['0.8221', '0.0839', '0.0597', '0.0312', '0.0014']","['UP', 'OP', 'NP', 'INT']","['0.8642', '0.0708', '0.0649', '8.3688']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4N98AM-1-4.jpg,INT,INT,0.9999,GLASS BROKEN,GLASS BROKEN,0.9999,"['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'CF DEFECT', 'AS-RESIDUE-E']","['0.9999', '3.0861', '1.4369', '3.4772', '8.2753']","['INT', 'NP', 'UP', 'OP']","['0.9999', '1.8329', '3.5294', '1.1196']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B53U52T-1-3.jpg,UP,UP,0.7152,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.6568,"['PI SPOT-WITH PAR', 'CF DEFECT', 'CF REPAIR FAIL', 'POLYMER', 'LIGHT METAL']","['0.6568', '0.1928', '0.0985', '0.0481', '0.0016']","['UP', 'NP', 'OP', 'INT']","['0.7152', '0.2675', '0.0171', '3.3535']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VF0GF-1-3.jpg,NP,NP,0.9973,CF DEFECT,CF DEFECT,0.9993,"['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9993', '0.0003', '0.0002', '8.2701', '7.2231']","['NP', 'OP', 'UP', 'INT']","['0.9973', '0.0024', '0.0001', '5.2887']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_CG3B51K4H0LD-1-3.jpg,OP,UP,0.6427,POLYMER,POLYMER,0.6883,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'GLASS CULLET', 'PV-HOLE-T']","['0.6883', '0.1552', '0.1398', '0.0038', '0.0036']","['UP', 'OP', 'NP', 'INT']","['0.6427', '0.3510', '0.0059', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_7S3B5AA0Q0AE-1-3.jpg,UP,OP,0.9648,LIGHT METAL,POLYMER,0.8299,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF DEFECT', 'GLASS CULLET']","['0.8299', '0.1593', '0.0030', '0.0027', '0.0020']","['OP', 'UP', 'NP', 'INT']","['0.9648', '0.0285', '0.0066', '1.0299']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VL0BB-1-3.jpg,NP,NP,0.9898,CF DEFECT,CF DEFECT,0.9845,"['CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER']","['0.9845', '0.0063', '0.0052', '0.0034', '0.0002']","['NP', 'OP', 'INT', 'UP']","['0.9898', '0.0097', '0.0002', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5BK2BQ-1-3.jpg,NP,UP,0.5757,PV-HOLE-T,POLYMER,0.6532,"['POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'FIBER']","['0.6532', '0.1895', '0.0848', '0.0397', '0.0295']","['UP', 'NP', 'OP', 'INT']","['0.5757', '0.3628', '0.0612', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B54U6JR-1-3.jpg,NP,NP,0.8825,CF PS DEFORMATION,CF DEFECT,0.5563,"['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.5563', '0.1612', '0.1336', '0.1271', '0.0185']","['NP', 'OP', 'INT', 'UP']","['0.8825', '0.1173', '5.4475', '2.5793']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AT-1-3.jpg,UP,UP,0.9999,POLYMER,PI SPOT-WITH PAR,0.9553,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'LIGHT METAL']","['0.9553', '0.0434', '0.0010', '6.8851', '2.6109']","['UP', 'OP', 'NP', 'INT']","['0.9999', '1.6321', '5.9553', '2.5216']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B2419PB-1-3.jpg,UP,UP,0.5364,LIGHT METAL,LIGHT METAL,0.6094,"['LIGHT METAL', 'POLYMER', 'GLASS CULLET', 'CF DEFECT', 'CF REPAIR FAIL']","['0.6094', '0.1902', '0.1877', '0.0056', '0.0028']","['UP', 'OP', 'NP', 'INT']","['0.5364', '0.4455', '0.0176', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X01JF-1-3.jpg,OP,OP,0.9999,POLYMER,POLYMER,0.9817,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.9817', '0.0174', '0.0007', '3.4765', '9.8463']","['OP', 'NP', 'UP', 'INT']","['0.9999', '1.7257', '8.5491', '4.1339']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CG8ST-1-3.jpg,UP,UP,0.9997,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9844,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.9844', '0.0132', '0.0016', '0.0004', '8.0033']","['UP', 'NP', 'OP', 'INT']","['0.9997', '0.0001', '5.1520', '1.1065']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4T93PR-1-3.jpg,UP,UP,0.9953,POLYMER,FIBER,0.4719,"['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.4719', '0.4464', '0.0813', '0.0001', '1.7148']","['UP', 'OP', 'NP', 'INT']","['0.9953', '0.0046', '3.4658', '9.1230']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5595CH-1-3.jpg,NP,NP,0.9164,AS-RESIDUE-E,AS-RESIDUE-E,0.9670,"['AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER', 'PI SPOT-WITH PAR']","['0.9670', '0.0122', '0.0074', '0.0064', '0.0040']","['NP', 'OP', 'UP', 'INT']","['0.9164', '0.0426', '0.0408', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B4K48EP-1-3.jpg,UP,UP,0.9998,FIBER,FIBER,0.7601,"['FIBER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'POLYMER']","['0.7601', '0.2394', '0.0002', '0.0001', '7.0804']","['UP', 'OP', 'NP', 'INT']","['0.9998', '0.0001', '2.4251', '1.4300']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B37044C-1-1.jpg,INT,INT,0.8685,ESD,GLASS BROKEN,0.5122,"['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'GLASS CULLET', 'LIGHT METAL']","['0.5122', '0.1855', '0.1543', '0.0810', '0.0554']","['INT', 'UP', 'OP', 'NP']","['0.8685', '0.1086', '0.0124', '0.0103']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AF-2-3.jpg,UP,UP,0.9877,POLYMER,POLYMER,0.4674,"['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'LIGHT METAL']","['0.4674', '0.4024', '0.1287', '0.0009', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9877', '0.0114', '0.0008', '9.0661']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B4TB4QM-1-1.jpg,INT,INT,0.4753,ESD,POLYMER,0.5227,"['POLYMER', 'ESD', 'GLASS BROKEN', 'CF DEFECT', 'PI SPOT-WITH PAR']","['0.5227', '0.1321', '0.1145', '0.0947', '0.0552']","['INT', 'NP', 'UP', 'OP']","['0.4753', '0.3964', '0.0822', '0.0459']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B4U14FD-1-3.jpg,NP,UP,0.5266,M1-ABNORMAL,PI SPOT-WITH PAR,0.6082,"['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'POLYMER']","['0.6082', '0.1647', '0.0915', '0.0748', '0.0501']","['UP', 'NP', 'OP', 'INT']","['0.5266', '0.4303', '0.0424', '0.0005']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4X04UA-1-3.jpg,NP,UP,0.9939,PV-HOLE-T,PI SPOT-WITH PAR,0.7180,"['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.7180', '0.2100', '0.0458', '0.0233', '0.0007']","['UP', 'NP', 'OP', 'INT']","['0.9939', '0.0052', '0.0007', '6.6156']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBTC5WG-1-3.jpg,NP,NP,0.9990,M1-ABNORMAL,M1-ABNORMAL,0.9932,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'ESD']","['0.9932', '0.0047', '0.0011', '0.0007', '3.6426']","['NP', 'INT', 'OP', 'UP']","['0.9990', '0.0009', '1.4857', '1.0360']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B28S1PC-1-3.jpg,UP,UP,0.6744,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.3862,"['PI SPOT-WITH PAR', 'CF DEFECT', 'CF REPAIR FAIL', 'POLYMER', 'LIGHT METAL']","['0.3862', '0.3737', '0.0783', '0.0682', '0.0429']","['UP', 'NP', 'OP', 'INT']","['0.6744', '0.2968', '0.0286', '3.2956']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B54J0HC-1-3.jpg,OP,OP,0.9992,GLASS CULLET,POLYMER,0.6725,"['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.6725', '0.2161', '0.1087', '0.0020', '0.0002']","['OP', 'NP', 'UP', 'INT']","['0.9992', '0.0006', '8.4288', '4.2694']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B53U2UH-1-3.jpg,NP,NP,0.9957,AS-RESIDUE-E,AS-RESIDUE-E,0.9933,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.9933', '0.0050', '0.0012', '0.0002', '0.0001']","['NP', 'OP', 'UP', 'INT']","['0.9957', '0.0040', '0.0001', '6.3799']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAX73QE-1-3.jpg,NP,NP,0.9995,M1-ABNORMAL,M1-ABNORMAL,0.9961,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'ESD']","['0.9961', '0.0020', '0.0012', '0.0005', '1.4475']","['NP', 'INT', 'UP', 'OP']","['0.9995', '0.0004', '1.2022', '7.3834']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_C92B563020BB-1-1.jpg,INT,INT,0.9999,ESD,ESD,0.9999,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.9999', '1.8440', '2.2786', '5.2571', '2.9665']","['INT', 'NP', 'UP', 'OP']","['0.9999', '1.9436', '1.4341', '8.4677']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B38N2AB-1-3.jpg,UP,UP,0.9999,LIGHT METAL,LIGHT METAL,0.9997,"['LIGHT METAL', 'ESD', 'POLYMER', 'PI SPOT-WITH PAR', 'GLASS CULLET']","['0.9997', '0.0001', '5.1891', '1.4756', '3.4424']","['UP', 'NP', 'OP', 'INT']","['0.9999', '9.3736', '3.2010', '2.6083']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q93M-1-3.jpg,OP,OP,0.9997,FIBER,FIBER,0.9776,"['FIBER', 'POLYMER', 'GLASS CULLET', 'AS-RESIDUE-E', 'M1-ABNORMAL']","['0.9776', '0.0207', '0.0015', '2.5106', '6.7135']","['OP', 'UP', 'NP', 'INT']","['0.9997', '0.0001', '7.5362', '4.6951']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAMT9ME-1-3.jpg,NP,NP,0.9998,M1-ABNORMAL,M1-ABNORMAL,0.9922,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'ESD']","['0.9922', '0.0053', '0.0012', '0.0011', '3.5686']","['NP', 'INT', 'OP', 'UP']","['0.9998', '0.0001', '3.5335', '3.5966']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B58P2ZS-1-3.jpg,UP,OP,0.9998,PI SPOT-WITH PAR,POLYMER,0.9999,"['POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL', 'FIBER']","['0.9999', '7.2555', '6.1600', '5.6150', '4.1107']","['OP', 'NP', 'UP', 'INT']","['0.9998', '9.4661', '3.4018', '1.3467']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5AY0AQ-1-3.jpg,NP,NP,0.8725,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9455,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['0.9455', '0.0315', '0.0155', '0.0042', '0.0017']","['NP', 'OP', 'UP', 'INT']","['0.8725', '0.0693', '0.0581', '3.6198']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBKP73S-1-3.jpg,NP,NP,0.9999,M1-ABNORMAL,M1-ABNORMAL,0.9753,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD']","['0.9753', '0.0189', '0.0043', '0.0013', '1.9376']","['NP', 'INT', 'OP', 'UP']","['0.9999', '2.6139', '3.2679', '1.6027']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBQU1LS-1-3.jpg,NP,NP,0.9999,M1-ABNORMAL,M1-ABNORMAL,0.9955,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD']","['0.9955', '0.0024', '0.0019', '0.0001', '5.8696']","['NP', 'INT', 'OP', 'UP']","['0.9999', '1.3649', '1.4694', '7.5525']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B3774NG-1-3.jpg,NP,UP,0.6971,M1-ABNORMAL,PI SPOT-WITH PAR,0.5697,"['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER']","['0.5697', '0.2797', '0.0640', '0.0415', '0.0247']","['UP', 'NP', 'OP', 'INT']","['0.6971', '0.2764', '0.0253', '0.0010']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CW1PR-1-3.jpg,UP,UP,0.6902,PI SPOT-WITH PAR,M1-ABNORMAL,0.4281,"['M1-ABNORMAL', 'POLYMER', 'FIBER', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.4281', '0.3089', '0.0798', '0.0749', '0.0451']","['UP', 'NP', 'OP', 'INT']","['0.6902', '0.2668', '0.0263', '0.0164']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4WG7QG-1-3.jpg,OP,OP,0.9833,GLASS CULLET,POLYMER,0.5232,"['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'FIBER', 'CF REPAIR FAIL']","['0.5232', '0.3918', '0.0632', '0.0168', '0.0023']","['OP', 'NP', 'UP', 'INT']","['0.9833', '0.0166', '1.9415', '1.1555']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B59312K-1-3.jpg,NP,UP,0.9702,PV-HOLE-T,POLYMER,0.9635,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'PV-HOLE-T']","['0.9635', '0.0261', '0.0095', '0.0003', '0.0002']","['UP', 'OP', 'NP', 'INT']","['0.9702', '0.0277', '0.0020', '3.2129']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5595DS-1-3.jpg,NP,NP,0.9806,AS-RESIDUE-E,AS-RESIDUE-E,0.7100,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.7100', '0.2586', '0.0135', '0.0098', '0.0053']","['NP', 'OP', 'UP', 'INT']","['0.9806', '0.0146', '0.0047', '4.1541']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B29G6HA-1-4.jpg,INT,INT,0.9997,GLASS BROKEN,GLASS BROKEN,0.9992,"['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['0.9992', '0.0005', '0.0002', '5.1412', '3.3793']","['INT', 'NP', 'UP', 'OP']","['0.9997', '0.0002', '5.8181', '2.4511']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4K83FQ-1-3.jpg,UP,UP,0.9999,LIGHT METAL,LIGHT METAL,0.9999,"['LIGHT METAL', 'GLASS CULLET', 'PI SPOT-WITH PAR', 'POLYMER', 'CF DEFECT']","['0.9999', '2.5825', '2.8155', '1.6873', '9.7310']","['UP', 'OP', 'NP', 'INT']","['0.9999', '2.9060', '4.6513', '2.1231']"
