ImagePath,super_conf,super_class,sub_conf,sub_class,subtwo_conf,subtwo_class,Layer_1_ans,Layer_1_conf,Layer_2_ans,Layer_2_conf,Layer_3_ans,Layer_3_conf,Layer_1_True,Layer_2_True,Layer_3_True
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56Y9HN-1-3.jpg,"['0.9999', '3.6105']","['CF', 'TFT']","['0.9998', '0.0001', '2.2006', '2.3569']","['OP', 'NP', 'UP', 'INT']","['0.8543', '0.1446', '0.0004', '0.0002', '0.0001']","['GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'FIBER', 'CF DEFECT']",CF,0.9999,OP,0.8543,GLASS CULLET,0.9998,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5CG0SG-1-3.jpg,"['0.9999', '2.3779']","['CF', 'TFT']","['0.9999', '1.0569', '1.3607', '9.3141']","['OP', 'UP', 'NP', 'INT']","['0.9755', '0.0244', '1.4118', '7.4200', '6.0759']","['GLASS CULLET', 'POLYMER', 'FIBER', 'LIGHT METAL', 'CF DEFECT']",CF,0.9999,OP,0.9755,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BAVC81H-1-3.jpg,"['0.9999', '5.9114']","['TFT', 'CF']","['0.9919', '0.0078', '0.0001', '7.9378']","['OP', 'NP', 'UP', 'INT']","['0.5092', '0.4735', '0.0151', '0.0016', '0.0001']","['AS-RESIDUE-E', 'POLYMER', 'FIBER', 'M1-ABNORMAL', 'GLASS CULLET']",TFT,0.9999,OP,0.5092,AS-RESIDUE-E,0.9919,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BBVK6WE-1-3.jpg,"['0.9999', '1.0525']","['TFT', 'CF']","['0.6070', '0.3728', '0.0201', '2.9361']","['OP', 'NP', 'UP', 'INT']","['0.6340', '0.1748', '0.1482', '0.0245', '0.0126']","['POLYMER', 'FIBER', 'AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,0.9999,OP,0.6340,POLYMER,0.6070,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5D73XS-1-3.jpg,"['0.9999', '2.6932']","['TFT', 'CF']","['0.9863', '0.0106', '0.0028', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.9904', '0.0044', '0.0017', '0.0014', '0.0014']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'ITO-RESIDUE-T']",TFT,0.9999,NP,0.9904,PV-HOLE-T,0.9863,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B56Z6UP-1-3.jpg,"['0.9999', '1.0492']","['TFT', 'CF']","['0.9892', '0.0103', '0.0003', '6.5883']","['NP', 'UP', 'OP', 'INT']","['0.6228', '0.2938', '0.0438', '0.0208', '0.0067']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'POLYMER']",TFT,0.9999,NP,0.6228,ITO-RESIDUE-T,0.9892,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AR8TA-1-3.jpg,"['0.9999', '8.8542']","['CF', 'TFT']","['0.9999', '3.3731', '7.0534', '2.5899']","['OP', 'NP', 'UP', 'INT']","['0.9084', '0.0897', '0.0015', '6.3924', '5.3962']","['GLASS CULLET', 'POLYMER', 'FIBER', 'CF REPAIR FAIL', 'LIGHT METAL']",CF,0.9999,OP,0.9084,GLASS CULLET,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5AY5GF-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.7877', '0.2060', '0.0049', '0.0012']","['UP', 'NP', 'OP', 'INT']","['0.9787', '0.0074', '0.0066', '0.0037', '0.0012']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD']",TFT,0.9998,UP,0.9787,PI SPOT-WITH PAR,0.7877,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B50Q93M-1-3.jpg,"['0.9999', '4.6115']","['CF', 'TFT']","['0.9999', '6.1097', '7.5009', '1.0621']","['OP', 'NP', 'UP', 'INT']","['0.9999', '8.1845', '5.5543', '1.5052', '9.5575']","['FIBER', 'POLYMER', 'CF REPAIR FAIL', 'GLASS CULLET', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9999,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X01JF-1-3.jpg,"['0.9997', '0.0002']","['CF', 'TFT']","['0.9996', '0.0003', '1.4632', '5.0943']","['OP', 'NP', 'UP', 'INT']","['0.9995', '0.0002', '7.6264', '3.9687', '3.3832']","['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9997,OP,0.9995,POLYMER,0.9996,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B4UM8SC-1-3.jpg,"['0.9999', '3.1590']","['TFT', 'CF']","['0.4969', '0.4725', '0.0302', '0.0002']","['OP', 'NP', 'UP', 'INT']","['0.4546', '0.3293', '0.0949', '0.0460', '0.0429']","['POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'FIBER']",TFT,0.9999,OP,0.4546,POLYMER,0.4969,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B52E2FC-1-3.jpg,"['0.9999', '1.2547']","['CF', 'TFT']","['0.9999', '2.8176', '3.8206', '2.7733']","['UP', 'NP', 'OP', 'INT']","['0.9999', '1.2353', '3.7907', '6.9625', '5.8381']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF REPAIR FAIL', 'CF DEFECT', 'PV-HOLE-T']",CF,0.9999,UP,0.9999,PI SPOT-WITH PAR,0.9999,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4T93PR-1-3.jpg,"['0.9999', '5.8429']","['TFT', 'CF']","['0.7589', '0.2257', '0.0151', '0.0001']","['OP', 'UP', 'NP', 'INT']","['0.8823', '0.0528', '0.0499', '0.0074', '0.0030']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,0.9999,OP,0.8823,POLYMER,0.7589,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B38M9GC-1-3.jpg,"['0.9999', '7.2122']","['TFT', 'CF']","['0.9988', '0.0006', '0.0005', '8.7581']","['NP', 'UP', 'OP', 'INT']","['0.9952', '0.0032', '0.0005', '0.0004', '0.0002']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.9952,ITO-RESIDUE-T,0.9988,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B54B2VJ-1-3.jpg,"['0.9999', '1.6470']","['CF', 'TFT']","['1.0', '9.5522', '2.7965', '9.8242']","['OP', 'NP', 'UP', 'INT']","['0.8700', '0.1298', '2.2055', '8.0936', '7.1947']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.8700,FIBER,1.0,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4VL8ED-1-3.jpg,"['0.9999', '5.3251']","['CF', 'TFT']","['0.9971', '0.0028', '1.8205', '7.2182']","['OP', 'NP', 'INT', 'UP']","['0.9922', '0.0076', '8.1351', '1.9187', '4.1593']","['POLYMER', 'CF REPAIR FAIL', 'GLASS CULLET', 'CF DEFECT', 'ESD']",CF,0.9999,OP,0.9922,POLYMER,0.9971,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B50Y62M-1-4.jpg,"['0.9999', '1.5291']","['TFT', 'CF']","['0.9999', '5.7238', '5.1757', '2.9293']","['INT', 'UP', 'NP', 'OP']","['0.9994', '0.0005', '9.2633', '1.3241', '2.8861']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'POLYMER']",TFT,0.9999,INT,0.9994,GLASS BROKEN,0.9999,TFT,INT,GLASS BROKEN
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B38N6WB-1-2.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.4161', '0.3486', '0.1799', '0.0552']","['UP', 'INT', 'NP', 'OP']","['0.6364', '0.2882', '0.0439', '0.0210', '0.0049']","['ESD', 'M1-ABNORMAL', 'POLYMER', 'GLASS BROKEN', 'CF REPAIR FAIL']",TFT,0.9998,UP,0.6364,ESD,0.4161,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5DP2SB-1-3.jpg,"['0.9999', '1.0679']","['TFT', 'CF']","['0.9511', '0.0482', '0.0006', '3.4967']","['NP', 'INT', 'OP', 'UP']","['0.8662', '0.0648', '0.0636', '0.0023', '0.0010']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'GLASS BROKEN', 'ESD', 'PV-HOLE-T']",TFT,0.9999,NP,0.8662,AS-RESIDUE-E,0.9511,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4S74HH-1-3.jpg,"['0.9999', '5.4182']","['TFT', 'CF']","['0.7809', '0.1601', '0.0589', '2.2893']","['UP', 'OP', 'NP', 'INT']","['0.7471', '0.1253', '0.0659', '0.0499', '0.0109']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T']",TFT,0.9999,UP,0.7471,POLYMER,0.7809,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5AZ5WL-1-4.jpg,"['1.0', '2.4277']","['TFT', 'CF']","['0.9999', '5.2375', '1.9367', '5.1276']","['NP', 'UP', 'OP', 'INT']","['0.9999', '3.2867', '1.0125', '7.8529', '4.6484']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'POLYMER']",TFT,1.0,NP,0.9999,M1-ABNORMAL,0.9999,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AF-2-3.jpg,"['0.9993', '0.0006']","['TFT', 'CF']","['0.5585', '0.3464', '0.0943', '0.0006']","['UP', 'OP', 'NP', 'INT']","['0.5776', '0.3224', '0.0515', '0.0117', '0.0081']","['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER']",TFT,0.9993,UP,0.5776,PI SPOT-WITH PAR,0.5585,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B92B7RL-1-3.jpg,"['0.9999', '1.1001']","['CF', 'TFT']","['0.9981', '0.0017', '2.8341', '2.0040']","['UP', 'NP', 'OP', 'INT']","['0.9957', '0.0023', '0.0012', '0.0006', '6.4237']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']",CF,0.9999,UP,0.9957,PI SPOT-WITH PAR,0.9981,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4NN8NM-1-5.jpg,"['0.9999', '1.0259']","['CF', 'TFT']","['0.9980', '0.0019', '3.6157', '4.2773']","['UP', 'NP', 'OP', 'INT']","['0.9420', '0.0574', '0.0003', '0.0001', '3.4699']","['PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'CF DEFECT', 'LIGHT METAL', 'ITO-RESIDUE-T']",CF,0.9999,UP,0.9420,PI SPOT-WITH PAR,0.9980,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B29G6HA-1-4.jpg,"['0.9999', '1.3407']","['TFT', 'CF']","['0.9999', '7.3997', '3.6243', '3.5422']","['INT', 'NP', 'OP', 'UP']","['0.9998', '9.8287', '2.8566', '1.9776', '2.5234']","['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'POLYMER']",TFT,0.9999,INT,0.9998,GLASS BROKEN,0.9999,TFT,INT,GLASS BROKEN
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B51F94Q-1-3.jpg,"['0.9999', '1.1274']","['CF', 'TFT']","['0.9999', '3.2452', '2.4366', '6.5417']","['UP', 'NP', 'OP', 'INT']","['0.9993', '0.0006', '2.3569', '7.4232', '1.1811']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF REPAIR FAIL', 'CF DEFECT', 'PV-HOLE-T']",CF,0.9999,UP,0.9993,PI SPOT-WITH PAR,0.9999,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B57R9FC-1-3.jpg,"['0.9999', '1.0378']","['CF', 'TFT']","['0.8952', '0.1045', '0.0001', '4.5829']","['NP', 'OP', 'UP', 'INT']","['0.6826', '0.2816', '0.0336', '0.0019', '6.3488']","['CF PS DEFORMATION', 'GLASS CULLET', 'CF DEFECT', 'CF REPAIR FAIL', 'LIGHT METAL']",CF,0.9999,NP,0.6826,CF PS DEFORMATION,0.8952,CF,NP,CF PS DEFORMATION
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56301R-1-3.jpg,"['0.9999', '8.2079']","['CF', 'TFT']","['0.9929', '0.0058', '0.0011', '7.0976']","['OP', 'NP', 'UP', 'INT']","['0.9950', '0.0017', '0.0013', '0.0010', '0.0005']","['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'LIGHT METAL', 'CF PS DEFORMATION']",CF,0.9999,OP,0.9950,GLASS CULLET,0.9929,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B4VV1XB-1-3.jpg,"['0.9999', '3.0752']","['CF', 'TFT']","['0.9999', '2.1488', '1.9630', '6.4120']","['NP', 'OP', 'UP', 'INT']","['0.9999', '2.9244', '1.6642', '1.4744', '7.7203']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER', 'PI SPOT-WITH PAR']",CF,0.9999,NP,0.9999,CF REPAIR FAIL,0.9999,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-2.jpg,"['0.9999', '7.0356']","['TFT', 'CF']","['0.9999', '5.3961', '2.2892', '1.4693']","['INT', 'NP', 'OP', 'UP']","['0.9986', '0.0013', '2.7652', '1.0255', '8.5540']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'CF DEFECT', 'PV-HOLE-T']",TFT,0.9999,INT,0.9986,GLASS BROKEN,0.9999,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5637ZD-1-3.jpg,"['1.0', '1.7468']","['CF', 'TFT']","['0.9999', '6.8650', '3.3726', '1.7412']","['OP', 'NP', 'UP', 'INT']","['0.9993', '0.0006', '3.0505', '5.2257', '4.7726']","['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'LIGHT METAL', 'FIBER']",CF,1.0,OP,0.9993,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B33Z1LL-1-3.jpg,"['1.0', '1.8071']","['CF', 'TFT']","['0.9762', '0.0225', '0.0012', '3.3895']","['OP', 'NP', 'UP', 'INT']","['0.8875', '0.0343', '0.0269', '0.0244', '0.0168']","['POLYMER', 'LIGHT METAL', 'CF REPAIR FAIL', 'FIBER', 'GLASS CULLET']",CF,1.0,OP,0.8875,POLYMER,0.9762,CF,UP,LIGHT METAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B37Y7EC-1-4.jpg,"['0.9999', '5.7198']","['TFT', 'CF']","['0.9834', '0.0155', '0.0009', '5.4485']","['INT', 'NP', 'UP', 'OP']","['0.9969', '0.0026', '0.0001', '0.0001', '7.0349']","['ESD', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'GLASS BROKEN', 'POLYMER']",TFT,0.9999,INT,0.9969,ESD,0.9834,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BASZ6LD-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9989', '0.0008', '0.0001', '2.8552']","['OP', 'UP', 'NP', 'INT']","['0.9805', '0.0178', '0.0008', '0.0004', '0.0001']","['POLYMER', 'FIBER', 'GLASS CULLET', 'AS-RESIDUE-E', 'M1-ABNORMAL']",TFT,0.9998,OP,0.9805,POLYMER,0.9989,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B54C0CJ-1-3.jpg,"['0.9999', '9.1420']","['TFT', 'CF']","['0.8953', '0.0598', '0.0439', '0.0008']","['OP', 'UP', 'NP', 'INT']","['0.5092', '0.4444', '0.0295', '0.0046', '0.0040']","['FIBER', 'POLYMER', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T']",TFT,0.9999,OP,0.5092,FIBER,0.8953,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B4TL4DD-1-3.jpg,"['0.9999', '2.6794']","['CF', 'TFT']","['0.9996', '0.0003', '4.2501', '5.1548']","['NP', 'OP', 'UP', 'INT']","['0.9989', '0.0008', '6.2401', '3.1823', '2.2877']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'GLASS CULLET']",CF,0.9999,NP,0.9989,CF DEFECT,0.9996,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5B27LC-2-3.jpg,"['0.9984', '0.0015']","['CF', 'TFT']","['0.9992', '0.0004', '0.0001', '4.9359']","['OP', 'UP', 'NP', 'INT']","['0.5003', '0.4990', '0.0005', '6.1566', '3.9240']","['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'AS-RESIDUE-E']",CF,0.9984,OP,0.5003,POLYMER,0.9992,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBTC5WG-1-3.jpg,"['1.0', '1.4066']","['TFT', 'CF']","['0.9999', '2.4635', '1.1301', '4.0796']","['NP', 'INT', 'UP', 'OP']","['0.9999', '1.1379', '1.0599', '1.0071', '4.9093']","['M1-ABNORMAL', 'GLASS BROKEN', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']",TFT,1.0,NP,0.9999,M1-ABNORMAL,0.9999,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5636UH-1-3.jpg,"['1.0', '3.5071']","['CF', 'TFT']","['0.9999', '3.3372', '1.2066', '1.0700']","['OP', 'NP', 'UP', 'INT']","['0.9803', '0.0181', '0.0011', '0.0002', '2.4433']","['GLASS CULLET', 'POLYMER', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']",CF,1.0,OP,0.9803,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B57R5JD-1-3.jpg,"['0.9999', '3.7008']","['TFT', 'CF']","['0.9939', '0.0059', '0.0001', '7.6283']","['NP', 'OP', 'UP', 'INT']","['0.6651', '0.3287', '0.0039', '0.0016', '0.0002']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'POLYMER']",TFT,0.9999,NP,0.6651,ITO-RESIDUE-T,0.9939,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4MA9YD-1-3.jpg,"['0.9999', '8.8173']","['TFT', 'CF']","['0.9317', '0.0588', '0.0093', '2.7080']","['UP', 'OP', 'NP', 'INT']","['0.9651', '0.0287', '0.0017', '0.0016', '0.0009']","['POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'FIBER', 'ITO-RESIDUE-T']",TFT,0.9999,UP,0.9651,POLYMER,0.9317,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5581MH-1-3.jpg,"['1.0', '1.0791']","['CF', 'TFT']","['0.9999', '3.6070', '1.3893', '1.9964']","['OP', 'UP', 'NP', 'INT']","['1.0', '1.3502', '2.5766', '7.6303', '7.2995']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,1.0,OP,1.0,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATT8SM-1-3.jpg,"['0.9999', '8.3941']","['TFT', 'CF']","['0.9935', '0.0047', '0.0015', '0.0001']","['NP', 'INT', 'UP', 'OP']","['0.8987', '0.0852', '0.0055', '0.0052', '0.0022']","['M1-ABNORMAL', 'ESD', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E']",TFT,0.9999,NP,0.8987,M1-ABNORMAL,0.9935,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B58P24D-1-3.jpg,"['1.0', '5.4938']","['CF', 'TFT']","['0.9982', '0.0017', '1.2113', '1.4133']","['OP', 'NP', 'UP', 'INT']","['0.5001', '0.4602', '0.0286', '0.0099', '0.0008']","['GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'FIBER', 'CF DEFECT']",CF,1.0,OP,0.5001,GLASS CULLET,0.9982,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VW0FE-1-3.jpg,"['0.9999', '4.1217']","['CF', 'TFT']","['0.9994', '0.0005', '8.2314', '8.9418']","['NP', 'UP', 'OP', 'INT']","['0.6374', '0.2757', '0.0854', '0.0010', '0.0001']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'LIGHT METAL']",CF,0.9999,NP,0.6374,CF PS DEFORMATION,0.9994,CF,NP,CF DEFECT
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5D72FJ-1-3.jpg,"['0.9999', '8.9680']","['TFT', 'CF']","['0.9921', '0.0040', '0.0036', '4.5550']","['UP', 'INT', 'OP', 'NP']","['0.9905', '0.0040', '0.0039', '0.0007', '0.0004']","['PI SPOT-WITH PAR', 'FIBER', 'GLASS BROKEN', 'POLYMER', 'ESD']",TFT,0.9999,UP,0.9905,PI SPOT-WITH PAR,0.9921,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_H5B86HJ-1-3.jpg,"['0.9990', '0.0009']","['TFT', 'CF']","['0.5994', '0.3987', '0.0015', '0.0003']","['NP', 'UP', 'INT', 'OP']","['0.6720', '0.3133', '0.0055', '0.0028', '0.0018']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'ESD']",TFT,0.9990,NP,0.6720,PI SPOT-WITH PAR,0.5994,TFT,NP,PV-HOLE-T
