FileName,dataNumber,locationFlag,dataType,picName
FIBER@OP@CF@Cell,179,OP,test,FIBER@OP@CF@Cell_20220807_B74Y1FR-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B55S3CB-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220924_B84B1TJ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B8255GN-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Q6PK-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220731_B7446AR-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221024_BAPC22V-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74R3WK-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220528_B50F43T-2-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220901_B18T9XF-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220507_B4T301C-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220622_B4QM9EA-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74R0SA-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220726_B65Z3GR-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74R3WK-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220526_B5197WE-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220729_B51F0RL-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220512_B1337GR-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220806_B74V7VB-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220729_B74T3TN-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220814_842B7120D0BH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Y4LM-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XA-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220830_B2DJ2MM-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220522_B4Y143D-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220926_B84W63R-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220516_B4U30JN-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220831_B84H3MG-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220607_B4XW64P-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220715_B4X24LD-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220507_B4YZ1HS-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220831_B84H3MG-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221006_B90C3UA-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95Z8WD-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220715_B4VR3MM-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B3BM4FD-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220913_B85W0FC-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220925_B91X5TG-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220913_B85W0FC-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B94Z2TH-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220501_B4V25HA-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221029_BAR22DA-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8PQ-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220505_B4YC7TE-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8PQ-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220606_B4X46UH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220606_B4WU8SH-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220924_B8416NJ-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220901_BBNY1VA-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B94Z2TH-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220730_B54G3CG-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95D9KB-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B74H4LR-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220505_B4YC7TE-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B6317DP-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Y4LM-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221024_BAPC22V-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B7598SR-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B28H6QE-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221006_B90C3UA-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B75A0HJ-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220510_B4TX6WQ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4V23DE-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220924_B8425CA-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B4XT4GM-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B4XT4GM-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B74H4LR-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220913_B85W0FC-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B4X01WD-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220731_B7446AR-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8PQ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220905_B5152ZF-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221001_B94Z1TN-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220729_B74T3TN-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B3BM4FD-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220924_B8416NJ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220507_B4YZ1HS-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220516_B4TH2KH-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220516_B4TH2KH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XC-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220524_B4UG3LJ-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220825_B81C94J-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B4X01WD-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8QQ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221023_BAPM5MR-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220610_B55M2SB-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XA-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220806_B74V7VB-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B55S3CB-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220516_B4U30JN-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B28H6QH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B8255GN-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4V23DE-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221006_B9722KF-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Q6PK-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95R0WC-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B62T4PT-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221006_B9722KF-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B97214M-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95R0WC-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220511_B32H7HB-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221001_B95Y6MJ-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220825_B81C94J-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4V23DM-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220926_B84W63R-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8QQ-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B94Z2TH-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221022_B9722DB-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220507_B4T301C-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221001_B95Y6MJ-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220512_B1337GR-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4V23DM-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B62T4PT-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220825_B81C94J-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B7226ZS-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B6317DP-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220720_B37Y5MD-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220715_B4X24LD-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B28H6QE-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74R0SA-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Q84S-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220501_B4V28TP-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221001_B94Z1TN-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B61M63P-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220803_B74Q6PK-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B96H8QQ-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220830_B2DJ2MM-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B62T4PT-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4VN1SN-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B28H6QH-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220523_B4XT3VQ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220729_B74T3TN-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220528_B50F43T-2-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220505_B4YC7TE-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220808_B75F7NB-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220731_B7446AR-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220703_B61M63P-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95Z8WD-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XA-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220724_B7226ZS-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221023_BAPM5MR-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B75A0HJ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220514_B3518FL-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221005_B95Z8WD-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220614_B4UA0YJ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220524_B4UG3LJ-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220606_B4WU8SH-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220526_B51J4NS-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220805_B7598SR-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220825_B81C94J-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220924_B84B1TJ-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20221009_B94Z2TH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220516_B4TJ0FB-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220813_B75H34B-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220503_B4VN1SN-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220925_B91X5TD-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,train,AS-RESIDUE-E@NP@TFT@Array_20220526_B51J4NS-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220720_B37Y5MD-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220606_B4WU8SH-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220526_B5197WE-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220730_B4Y79BM-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XC-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20221029_BAR22DA-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220730_B4Y79BM-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220516_B4TJ0FB-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220522_B4Y143D-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220924_B8425CA-1-1.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220905_B5152ZF-1-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220805_B74H4LR-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220805_B7598SR-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XC-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20221103_BAQ39LC-1-4.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20221103_BAQ39LC-1-3.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220501_B4V25HA-2-2.jpg
AS-RESIDUE-E@NP@TFT@Array,174,NP,test,AS-RESIDUE-E@NP@TFT@Array_20220901_B18T9XF-1-1.jpg
AS-HOLE@NP@TFT@Array,2,NAN,NAN,NAN
ARRAY SCRATCH@NP@TFT@Array,18,NAN,NAN,NAN
LIGHT METAL@OP@TFT@Cell,2,NAN,NAN,NAN
PE@OP@Both@Cell,188,NAN,NAN,NAN
CONTAMINATION@OP@TFT@Cell,8,NAN,NAN,NAN
GLASS CULLET@UP@UCT@Cell,6,NAN,NAN,NAN
OTHER CELL DEFECT@OP@UCT@Cell,3,NAN,NAN,NAN
ARCING@INT@Both@Cell,8,NAN,NAN,NAN
PE@OP@CF@Cell,59,NAN,NAN,NAN
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220515_B4XK02B-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221021_B95C4QD-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220730_B73B3MN-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221020_B92D9WD-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220801_B5095GA-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220807_B74W0WE-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220507_B3A65YD-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220912_B84D3AB-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220506_B3EC8L0-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220918_B85X2BK-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220514_B3363VN-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220803_B60F23C-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221018_B62U8RH-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220728_B56G7NZ-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221030_BANK9HA-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220611_831BBLE9S0ED-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220707_B6308HB-2-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220807_B74V3ZF-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220511_B35X4WM-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220612_B4MK744-1-2.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221008_B94372E-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20221028_BAR28GB-1-3.jpg
CF DEFECT@NP@CF@CF,242,NP,train,CF DEFECT@NP@CF@CF_20220515_B3AZ6XF-1-3.jpg
